video_id,title,description,published_at,channel_id,channel_title,category_id,tags,duration,definition,caption,view_count,like_count,dislike_count,favorite_count,comment_count
JVhKl6Lto-c,STUCK IN TRANCE | Brodashaggi | Adunni Ade | Peller | Folagade Banks | Ton Tirin,"In this short comedy, Woli has been contacted to cure a young lady of her spiritual problems. Is he able to do so or this seems to be more than he can handle? Watch till the end to find out!
Don’t forget to LIKE, SUBSCRIBE,SHARE and COMMENT!

Hey, subscribe to the channel and watch lots of interesting videos: 
https://www.youtube.com/channel/UCG6orNVuXIICv9_ifH6msIA
Here you will find a lot of funny videos, funny moments and short films!",2024-07-15T19:00:15Z,UCG6orNVuXIICv9_ifH6msIA,official BRODA SHAGGI,23,"['broda shaggi', 'brodashaggi', 'nollywood', 'nollywood movies', 'nigerian movies', 'short film', 'short films', 'film', 'funny moments', 'funny video', 'funny videos', 'funny', 'nollywood movies 2024', 'nigerian films', 'Nigeria', 'comedy', 'comedy video', 'comedy movies', 'african movies', 'full movies', 'nigeria', 'try not to laugh', 'STUCK IN TRANCE', 'Adunni Ade', 'Peller', 'Folagade Banks', 'Ton Tirin', 'nollywood full movies', 'top funny video', 'funny comedy', 'new nigerian movies', 'best comedy', 'new movies']",PT16M9S,hd,false,706647,26302,0,0,2731
nl0oB5IbBOA,Rema - HEHEHE (Official Music Video),"Stream ‘HEHEHE’ here:
https://rema.lnk.to/HEHEHE
 
Follow Rema:
 
Website: https://www.heisrema.com/
 
Instagram: https://www.instagram.com/heisrema/
Twitter: https://twitter.com/heisrema
TikTok: https://www.tiktok.com/@badboyrema
Discord: https://discord.com/invite/heisrema
Facebook: https://www.facebook.com/heisrema/
 
#Rema #HEHEHE",2024-07-15T09:45:07Z,UCAFtWgoo_ajQQ47vRuc7Vxw,RemaVEVO,10,"['Rema', 'HEHEHE', 'Universal', 'Music', 'International', 'Company', 'Limited', 'Afrobeats']",PT1M56S,hd,true,2841805,59035,0,0,2233
P3mOja5hycc,Hulk Hogan rips shirt at podium on final night of RNC,"Hulk Hogan stole the show at the final night of the RNC — taking off his shirt while screaming, ""they tried to kill the next president of the United States. Enough was enough.""

#hulkhogan #rnc #trump 
–––

Subscribe to ABC News on YouTube: https://abcnews.visitlink.me/59aJ1G

ABC News Digital is your daily source of breaking national and world news, exclusive interviews and 24/7 live streaming coverage.

Download the ABC News app for the latest headlines and alerts: https://abcnews.go.com/devices

Watch 24/7 coverage of breaking news and live events on ABC News Live: https://www.youtube.com/watch?v=gN0PZCe-kwQ&ab_channel=ABCNews 

Watch full episodes of World News Tonight with David Muir here: https://youtube.com/playlist?list=PLQOa26lW-uI8ixlVw1NWu_l4Eh8iZW_qN&feature=shared 

Read ABC News reports online: http://abcnews.go.com

ABC News is the home to the #1 evening newscast “World News Tonight” with David Muir, “Good Morning America,” “20/20,” “Nightline,” “This Week” with George Stephanopoulos, “ABC News Live Prime” with Linsey Davis, plus the daily news podcast “Start Here.”

Connect with ABC News on social media: 
Facebook: https://www.facebook.com/ABCNews 
Instagram: https://www.instagram.com/abcnews 
TikTok: https://www.tiktok.com/@abcnews 
X: https://twitter.com/ABC  
Threads: https://www.threads.net/@abcnews 
LinkedIn: https://www.linkedin.com/company/abcnews",2024-07-19T01:49:59Z,UCBi2mrWuNuyYy4gbM6fU18Q,ABC News,25,"['news', 'breaking news', 'live news', 'daily news', 'world news', 'us news']",PT38S,hd,false,2171310,81738,0,0,4342
0Ii-uXzl_YE,Crossing the Most Dangerous Crosswalk,,2024-07-20T14:41:35Z,UCq8DICunczvLuJJq414110A,Zach King,24,"['Vine', 'Best of Vine', 'Vine Comedy', 'Funny', 'comedy', 'hilarious', 'cute', 'magic', 'vine magic', 'vine compilation', 'vine fail', 'watch vines', 'vine 2013', 'cool vines', 'special effects vines', 'zachking']",PT24S,hd,false,15338314,593899,0,0,1137
bUrC1ZZyE4I,小偷捂晕妈妈强行闯入室内，写作业的小朋友灵机一动用两个橙子成功吓跑小偷！#儿童安全教育 #防拐 #儿童安全#儿童自救,"欢迎来到“疯狂导演刘浩影”频道，这里是专注于安全教育视频的创意空间，包括女性安全、儿童安全以及充满乐趣的家庭生活。

在这个频道里，身为导演的爸爸将携手戏精女儿，用他们独特的方式传递安全小知识。我们的目标是以轻松有趣的方式，提高大家的安全意识，尤其是对女性和儿童的保护。通过搞笑的剧情和富有创意的表现，我们希望让安全教育变得更加生动有趣。

如果你对我们提供的安全教育内容感兴趣，或者喜欢看一家人的欢乐生活，那就请务必订阅“疯狂导演刘浩影”频道，并点击小铃铛图标。

在“疯狂导演刘浩影”频道，让我们一起学习生活中的安全知识，享受家庭的欢乐时光！

 我们强调了视频的原创性和安全性，绝对没有任何不良引导或危险行为。",2024-07-09T13:00:41Z,UC27RaOOpSXJtECeetLMu5Rg,疯狂导演刘浩影,27,"['疯狂导演刘浩影', '安全教育视频', '女性安全', '儿童安全', '搞笑家庭', '安全小知识', '导演爸爸', '戏精女儿', '家庭娱乐', '安全意识提高', '教育内容', '家庭乐趣', '安全保护', '教育视频', '创意内容', '安全教学', '家庭生活', '幽默教育', '安全知识', '家庭安全', '学习安全', '安全教育', '娱乐教学', '原创视频', '安全信息', '家庭教育', '亲子教育', '儿童教育', '安全文化', '家庭互动']",PT59S,hd,false,61477753,580368,0,0,543
G4nKXisgxfg,Amazing weight loss transformation !! 😱😱,"Clique ici pour t'abonner ► http://bit.ly/1qAbjhL & rejoins la TeamShape !
Mes vêtements TeamShape ► http://bit.ly/1wXqeD7 
Mes compléments Inshape Nutrition ►https://bit.ly/2M9v9QV
Mes programmes ►https://bit.ly/2TDimHN

Ecris-moi sur : 
TWITTER : http://bit.ly/1o88uUV
INSTAGRAM : http://bit.ly/1Q4RInr (tiboinshape)
SNAPCHAT : tiboinshape
TIKTOK : tiboinshape
FACEBOOK : http://on.fb.me/1EcbKme
SPOTIFY : Tibo InShape - Motivation (playlist)
TWITCH : TiboInshapeLive

Cadrage : Tone Shoot 
Montage : Clémence Durand
Miniature : Julien Egea

Mon adresse postale : 
""Tibo Inshape
CS 52072
81012 ALBI CEDEX""

Mon e-mail (business uniquement) ► tiboinshapevideo@gmail.com

Si vous lisez cette phrase écrivez « DAAMN » en commentaire !",2024-07-18T13:59:55Z,UCpWaR3gNAQGsX48cIlQC0qw,Tibo InShape,24,"['tibo inshape', 'teamshape']",PT24S,hd,false,66639117,2551551,0,0,6766
ftlcyrWrJvg,"Wura Yoruba Movie 2024 Drama Wunmi Toriola, Mide Abiodun, Diva Gold, Busari Samuel","A woman becomes ensnared in a web of emotions when she falls deeply infatuated with a man entangled in a complicated relationship. Little do they know, their growing connection will unravel untold secrets that could change their lives forever.


Please SUBSCRIBE to ApataTV+ Today by clicking on the Subscribe Button and don't forget to activate the Bell notification button to get notified of our latest yoruba movies release updates.

SUBSCRIBE : www.youtube.com/apatatvplus

https://www.youtube.com/apatatvplus

Follow us on IG.Twitter and FB: @apatatv

#yorubamovies2023 #apatatv #yorubamovies",2024-07-11T11:00:39Z,UC83tx3zGcvQ_rXzsZigTnEA,APATATV+,24,"['latest yoruba movies 2023 new release', 'yoruba movies 2023 new release', 'yoruba movies', 'new yoruba movies latest this week', 'yoruba movies 2023 new release this week', 'yorubahood', 'free movies', 'african movies', 'apatatvplus', 'ibakatv', 'yoruba 2023 latest movies', 'newly uploaded 2023 yoruba movies', 'latest yoruba movies 2023 today', 'yoruba movies 2023']",PT1H41M38S,hd,false,1257560,9707,0,0,871
1LnULnNmwzI,"KING OF HEART - PELLER, BETTY, LIL HEX, ISREAL  SIRBALO","King of Hearts is heartfelt story of Corper Sirbalo serving in a school where different students are in tough situations, making bad decisions, he steps in and stirs them in the right directions. And then he has a brain tumor. 
Produced  by Sirbalo Studios, Directed by Miss Hope and written by Adewale Adekunle, King of Hearts explore how Kindness is Contagious.",2024-07-19T17:07:57Z,UCRR1jivJy6xLTd2UGqMAdyQ,SIRBALO STUDIOS ,24,"['world toaster', 'sirbalo comedy']",PT1H42M8S,hd,false,191152,5485,0,0,884
kmNkHVR7Ym0,Neymar Skills 🤩🇧🇷,"#football #skills #goals #neymar #brasil #jogabonito 

Rptimao Videos: https://www.youtube.com/rptimaovideos

Rptimao TV: https://www.youtube.com/rptimaotv

Rudá TV: https://www.youtube.com/rptimaotv2

www.instagram.com/rudacabral

Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.",2024-07-18T13:00:44Z,UCzdsjuqqfd4-f7gtqcLBOyg,RptimaoTV,17,"['futebol', 'football']",PT52S,hd,false,6456990,187820,0,0,1122
rOlS0CMwBaM,Can A Seed Grow In Your Nose? 🤔,,2024-07-30T14:30:32Z,UCvz84_Q0BbvZThy75mbd-Dg,Zack D. Films,19,[],PT33S,hd,false,29385411,682914,0,0,3295
9q-0dyK74JY,My life changed when I met her❤️🥰@isabellaafro #love #couple #travel #shorts,,2024-07-18T21:03:26Z,UCQFw803mpk_UHcgIdf1wcOA,Jaymondy,23,[],PT11S,hd,false,18804096,869668,0,0,3660
DLedlO66jVs,The secret that he is a mermaid 😲😲😲#idontwanttofallinlovewithhuman #xiongyuting #minidrama#shorts,"🌹喜欢追剧天团的朋友要支持正版哦
💎ENJOY MORE CONTENT ON WeTV APP：https://lihi.cc/vkG7H

#movie#短剧合集#腾讯微剧#霸道总裁 #短剧 #爱情#中国电视剧#purelove#霸总#精选微剧#腾讯视频#爱情#甜宠#短剧 #复仇#穿越 #穿越劇 #ChineseDrama#中国电视剧#都市甜宠 #电竞#chinesedrama2023 ​#甜宠爱情剧​#中国电视剧2021#大陆剧#大陆爱情剧#爱情#甜宠#最新電視劇#甜寵 #甜寵劇 #電視劇 #網劇#cdrama#校園劇  #帅哥 #美女#chinesedrama #微劇#校园剧 #电视剧 #drama #cdrama#2023中国电视剧 #都市愛情劇 #破镜重圆 #短剧合集 #腾讯微剧 #大陆爱情剧 #爱情 #甜宠 #短剧#minidrama  #霸道总裁 #都市甜宠 ​#甜宠爱情剧#中国电视剧​#好看中国电视剧​ #大陆剧 #大陆爱情剧 #爱情 #最新電視劇#puppylove #古装 #纯爱

欢迎订阅追剧天团~ヾ(◍°∇°◍)ﾉﾞ这里每天都会为大家更新精彩好剧短视频哟~ Welcome to subscribe to chasing drama top troupe, the wonderful videos are updated every day!",2024-07-12T13:00:23Z,UCK4dzwr74eQ7mVRbYYQeoQg,追剧天团,24,"['movie', '短剧合集', '腾讯微剧', '霸道总裁', '短剧', '爱情', '中国电视剧', 'purelove', '霸总', '精选微剧', '腾讯视频', '甜宠', '复仇', '穿越', '穿越劇', 'ChineseDrama', '都市甜宠', '电竞', 'chinesedrama2023', '\u200b甜宠', '爱情剧', '\u200b中国电视剧2021', '大陆剧', '大陆爱情剧', '爱情甜宠', '最新電視劇', '網劇', 'cdrama', '校園劇', '帅哥', '美女', 'chinesedrama', '微劇', '#drama cdrama', '2023中国电视剧', '都市愛情劇', '破镜重圆', 'minidrama', '\u200b甜宠爱情剧', '中国电视剧\u200b', '好看中国电视剧', '\u200b 大陆剧', 'puppylove', '古装', '纯爱', 'shorts', '都市', '情感', '办公室恋情', '婆媳', '丈夫', '小三', '妻子', '伦理', '杨洋', '迪丽热巴', '白鹿', '赵露思', '出轨', '张凌赫', '王鹤棣', '秦岚', '王阳', '张雨绮', '古力娜扎', '许凯', '周冬雨', '虞书欣']",PT15S,hd,false,12525753,622121,0,0,841
hlFGgSAN5bo,Hamster Kombat 20 July Mini Game,"Hey Hamsters!

Here’s a clue for today’s mini game:

Pay attention to details and update your Telegram to the latest version to ensure everything works smoothly 

Don’t forget to share it with the friends and subscribe to our YouTube channel

#newslive  #crypto #show #hamster #hamsterkombat #btc #toncoin #memecoin #taptap #clicker #game #p2e #binance #bybit #okx #bingx #htx #kukoin #gate #mexc #bitget #markets #legal #special #fantokens #memecoins #shitcoins #margintrading #derivatives #minigame",2024-07-20T19:57:01Z,UCozwejESfvl88CBBL0KgEhw,Hamster Kombat,22,[],PT13S,hd,false,11371341,411605,0,0,11022
v0chSbZuFQw,Wait for it 😇,,2024-07-16T11:27:59Z,UCkwZ4L2z5M_nLHoPtshyJbw,ILYA BORZOV,22,[],PT45S,hd,false,12343605,344673,0,0,1205
PIPJdpkjDl4,"🏟️👋 Welcome to your new home, Kylian Mbappé!","#WelcomeMbappé

🆕📺 RM PLAY: play.realmadrid.com

🎥  SUBSCRIBE | SUSCRÍBETE:
YOUTUBE: https://www.youtube.com/subscription_center?add_user=realmadridcf

📱 FOLLOW US | SÍGUENOS:
INSTAGRAM: https://instagram.com/realmadrid
TIKTOK: https://www.tiktok.com/@realmadrid
TWITTER: https://twitter.com/realmadrid
TWITCH: https://www.twitch.tv/realmadrid
SNAPCHAT: https://snapchat.com/add/realmadrid
FACEBOOK: https://facebook.com/realmadrid

💳 BECOME A MADRIDISTA | HAZTE MADRIDISTA:
https://bit.ly/become_a_madridista_YT",2024-07-16T12:25:36Z,UCWV3obpZVGgJ3j9FVhEjF2Q,Real Madrid,17,"['Real Madrid', 'Madrid', 'Real Madrid CF', 'Madridistas', 'Santiago Bernabéu', 'Bernabéu', 'Hala Madrid', 'Carlo Ancelotti', 'レアル・マドリード', 'ريال مدريد', '레알 마드리드']",PT14S,hd,false,10768956,573891,0,0,4980
lkCRPp7cnP8,How Many Balloons Does It Take To Fly?,,2024-07-10T17:00:00Z,UCX6OQ3DkcsbYNE6H8uQQuVA,MrBeast,24,[],PT18S,hd,false,208546320,11652774,0,0,46305
xLqCpTvqg30,NEW footage of Secret Service rushing Trump to car,"NEW footage of Secret Service rushing Trump to car

#shorts #trump #trumpnews 

Daily Mail Website: https://www.dailymail.co.uk
Daily Mail Facebook: https://facebook.com/dailymail
Daily Mail IG: https://instagram.com/dailymail
Daily Mail Snap: https://snapchat.com/discover/Daily-Ma...
Daily Mail Twitter: https://twitter.com/MailOnline

Daily Mail Pinterest: https://pinterest.co.uk/dailymail
 
Get the free Daily Mail mobile app: https://dailymail.co.uk/mobile",2024-07-17T16:07:50Z,UCw3fku0sH3qA3c3pZeJwdAw,Daily Mail,25,"['Daily Mail', 'daily mail news', 'daily mail latest', 'daily mail video', 'donald trump', 'trump', 'biden', 'presidential election', 'joe biden', 'assassination attempt', 'trump rally', 'FBI', 'Pennsylvania']",PT25S,hd,false,17715657,317207,0,0,8367
KGMYzqSe_Lg,An Apology Is Enough《Alice Through the Looking Glass》#shorts,"#shorts 
【Updated daily, welcome to subscribe!】
Film clip narration content, no bad orientation, please do not imitate

Movie name: Alice Through the Looking Glass (2016)",2024-07-13T14:12:00Z,UCZv3lxkMlpWDr8HU3KV9e8A,shark movie,1,"['movie', 'film', 'filmcommentary', 'filmreviews', 'adventure', 'family', 'fantasy', 'shorts']",PT1M,hd,false,2867221,122382,0,0,142
vNnRQZcuOFg,Yamal Rare Moments 😂,Yamal Rare Moments 😂,2024-07-16T17:48:54Z,UC960cXgEv6mCZ5iGnWSd0oQ,LE FOOT EN VIDÉO,17,[],PT28S,hd,false,8831603,365232,0,0,312
-UQOzOa2jY8,Double Stacked Pizza @Lionfield @ChefRush,,2024-07-17T14:00:00Z,UC0NkSnlCOhoODbykzZwpiDw,albert_cancook,26,[],PT33S,hd,false,118783994,4423156,0,0,5697
utjQLbnd8EY,🚫🐾 Safety first! Puff shows you how to wrap broken glass safely before tossing! #ThatLittlePuff,,2024-07-05T01:34:41Z,UClFN9LShD_Pv0wnSeUKbUZw,That Little Puff,15,[],PT42S,hd,false,67684429,2901043,0,0,8204
DBw0oD38z0Q,This Game Is Wild,,2024-07-17T16:00:00Z,UC4-79UOlP48-QNGgCko5p2g,MrBeast 2,22,[],PT21S,hd,false,77306351,3051866,0,0,6928
W1KfwUeA69A,"Я Построил 5 СЕКРЕТНЫХ КОМНАТ, Которые Невозможно Найти !","https://bit.ly/4f32qsz

Официальный мерч А4 : https://a4shop.ru

Наша подруга Риви стала настоящим фанатиком правильного питания. Чтобы вырваться из её цепких лап, нам нужен хитроумный план. Какой именно? Узнаешь в этом видео!

ПОДПИСЫВАЙСЯ ЧТОБЫ УВЕЛИЧИТЬ МОЮ САМООЦЕНКУ !) 

● VK - https://vk.com/a4
● Telegram - https://t.me/A4omg
● Instagram - https://www.instagram.com/a4omg
● MediaCube :  https://clck.ru/35kLPY
----------------
Ерид: 2Vtzqw9LRmb
Реклама. ООО ""ДЭЙМИ""
ИНН: 0800016585",2024-07-12T09:00:24Z,UC2tsySbe9TNrI-xh2lximHA,A4,24,"['a4', 'Stokes', 'Stokestwins', 'sunset park', 'stokes twins', 'ethan bradberry', 'moe bradberry', 'Alex Stokes', 'Alan Stokes', 'Sam Dezz', 'Andrew Davila', 'Coby Persin', 'Moe Adams', 'Twins', 'mrbeast', 'pandaboi', 'youtube recommended', 'funny videos', 'DIY', 'Влад А4', 'Марк', 'Риви']",PT31M31S,hd,true,23886021,923850,0,0,43550
EiTT6uksc0U,兜兜实在太暖心了，爸爸下班回来不舒服兜兜竟然把爸爸照顾这么好 #funny #cute #baby #萌娃,"欢迎来到【HI! 小兜兜】频道！🌟🎈

👶 在这里，你会看到兜兜的日常生活记录，从有趣的家庭活动到兜兜成长的点点滴滴，每一个珍贵的瞬间我们都会与你分享。

🔔 如果你喜欢我们的视频，请确保订阅并点击小铃铛图标。这样你就不会错过我们的任何新视频，每一次更新都能第一时间通知到你。

💬 我们非常欢迎你在视频下留言，你的互动是我们前进的动力。

快来加入【HI! 小兜兜】的大家庭，一起见证兜兜的成长吧！🎉💖

🛡️ 请放心，我们的视频都是原创内容，严格遵守版权法规。我们尊重并保护每一位创作者的权利，侵权行为绝不容忍。",2024-07-16T10:16:43Z,UCIXDP_pbCr64GEaXBmahpHQ,HI! 小兜兜,22,"['小兜兜', '日常记录', '家庭生活', '育儿分享', '宝宝成长', '家庭娱乐', '亲子时间', '孩子教育', '日常vlog', '亲子互动', '婴儿成长', '家庭日常', '宝宝日常', '生活分享', '育儿经验', '幼儿教育', '亲子教育', '育儿心得', '宝宝健康', '宝宝营养', '宝宝玩具', '儿童心理', '婴儿护理', '宝宝饮食', '亲子活动', '宝宝学步', '儿童成长', '宝宝睡眠', '育儿技巧', '宝宝早教', '家庭教育']",PT1M,hd,false,20192893,481252,0,0,2339
ncabuoLPXso,Clown takes blame for missing candy 🍬🤣 #shorts,,2024-07-16T10:22:00Z,UCVtD5iA4rUuOK5cQrB_o4ow,Yoeslan,24,"['#shorts', '#monster', '#monsterundermybed']",PT49S,hd,false,49019969,714462,0,0,388
cQDcbm_WrLM,"NATIVE WIFE (New Movie) Chidi Dike, Sandra Okunzuwa 2024 Nollywood Romcom Movie","NATIVE WIFE (New Movie) Chidi Dike, Sandra Okunzuwa 2024 Nollywood Romcom Movie

SUBSCRIBE NOW https://www.youtube.com/channel/UC8GACXcNHqKL9VBrXag-XOg?sub_confirmation=1

Watch out for this lovely romantic movie.

NOLLY FAMILYTV PRODUCES BEST NOLLYWOOD MOVIES THAT ENTERTAINS AND EDUCATES ABOUT LIFE, MARRIAGE/RELATIONSHIP AND THE REAL AFRICAN CULTURE. 

WE GO EXTRA MILES IN MAKING SURE OUR AUDIENCE ARE SERVED THRILLING MOVIES WHILE AT THE SAME TIME TEACHING AND MAINTAINING THE VALUES OF AFRICAN CULTURE.

PLEASE DONT FORGET TO LIKE, SHARE AND COMMENT BELOW.
SUBSCRIBE TO NOLLY FAMILYTV TO ENJOY LATEST INTERESTING AND INFORMATIVE NOLLYWOOD HOME MOVIE. 

GOD BLESS YOU.

#nigerianmovies #nollywoodmovies #latestmovies
#2024movies #nollyfamilytv #mauricesam #chididike
#sandraokunzuwa #nollywood #nativewife #elochukwugodwin",2024-07-06T14:00:25Z,UC0M6BJj039bknQaHNiiOekA,NollyFamily tv,24,"['nigerian movies', 'nollywood movies', 'nollywood', 'nigerian films', 'african movies', 'native wife nigerian movie', 'nolly familytv', 'native wife', '2024 nigerian movies', 'nigerian movies 2024 latest full movies', 'nollywood movies 2022', 'new nigerian movies 2024 latest movies', 'nigerian movies 2024 latest movies', 'latest nigerian movies', 'nolly familytv movies 2024', '2024', 'romantic movie', 'elochukwu godwin', 'bibi sonye', 'chidi dike', 'sandra okunzuwa']",PT1H40M29S,hd,false,1827069,22565,0,0,1273
GMZM-F2V0pk,Tinubu’s Daughter Warns Against Protests + Peter Obi Backs Nationwide Protests| W/OjyOkpe,"As many groups continue to mobilize for the Nationwide protest, slated for August 1st, the daughter of the president, Folasade Tinubu-Ojo, who is the Iyaloja-general of Lagos, has asked traders in Lagos to deter their children from joining the protest.

Tinubu-Ojo urged the market women over the weekend to ensure that their children stay at home, adding that the state government has made significant progress in enriching the lives of the people. 

She cited the #EndSARS protest saying people are yet to recover from the losses incurred during the protest in 2020.

Bags of rice recently distributed by the federal government, have been seen in a video now making the rounds on social media, being re-bagged for commercial sale reportedly in Kogi State.

The Media Adviser to the President, Ajuri Ngelale, during a live television interview on Sunday, declared that President Bola Ahmed Tinubu, was not opposed to peaceful protests in the country, while assuring Nigerians that Tinubu is committed to putting the country on a sound economic footing, despite the challenges he inherited from the past administration.

The Special Adviser to the President on Information and Strategy, Bayo Onanuga over the weekend called on Nigerians to ignore a fake broadcast purportedly delivered by President Bola Ahmed Tinubu, quoting him as announcing a 50% reduction in his salary and all other emoluments, while urging the Vice President, Senate President, and all other top government officials to follow suit.

The minister of the federal capital territory, Nyesom Wike has been mobilizing Abuja youths and other stakeholders against joining the planned nationwide protests.

While inspecting a road project in the Abuja Municipal Area Council last week, Wike told residents not to join armed robbers to protest.

Peter Obi, the presidential candidate of the Labour Party in the 2023 election over the weekend, expressed support for the planned nationwide protest.  Peter Obi spoke when he visited Alex Otti, the governor of Abia, at his country home.

Kenneth Okonkwo, who has been the spokesperson for the Labour Party Presidential Campaign, in a letter posted on X, criticised Peter Obi on his approach to party matters and accused him of failing to resolve the internal crisis rocking the party.

#iyaoloja #folasadetinubuojo #protest #endbadgovernment #kogi #ajuringelale #tinubu #bayoonanuga #wike #peterobi #kennethokonkwo #arise #arisetv #arisenews

Subscribe to our Channel for high profile interviews. Follow us on Twitter at https://twitter.com/ARISEtv | 
and Instagram: https://www.instagram.com/arisenewsofficial | 
and Facebook: https://www.facebook.com/AriseTVNews |
 Check out our website www.arise.tv",2024-07-29T15:04:50Z,UCyEJX-kSj0kOOCS7Qlq2G7g,Arise News,25,"['Arise', 'News']",PT24M29S,hd,false,307922,4261,0,0,1769
TZ3gU0CmILQ,Now THIS is entertainment! 🤣,"Balloon Taro flew from Japan to showcase his talent! After performing this balloon act for 23 years, he's ready to wow the judges with his hilarious act! 

» Watch the latest from America's Got Talent: https://www.youtube.com/agt

» Get The America's Got Talent App: http://bit.ly/AGTAppDownload
» Subscribe for More: http://bit.ly/AGTSub
» Watch on NBC & Peacock: https://pck.tv/3cCQGhH

AMERICA'S GOT TALENT ON SOCIAL
Like AGT: https://www.facebook.com/agt
Follow AGT: https://twitter.com/agt
AGT Instagram: http://instagram.com/agt

Going for the gold! World-class judges Simon Cowell, Sofia Vergara, Heidi Klum and Howie Mandel and beloved host Terry Crews are back with an all-new season of awe-inspiring talent and jaw-dropping, Golden Buzzer-worthy moments.

Find America's Got Talent trailers, full episode highlights, previews, promos, clips, and digital exclusives here.

NBC ON SOCIAL:
YouTube: http://www.youtube.com/nbc
Twitter: http://Twitter.com/NBC
Facebook: http://Facebook.com/NBC
Instagram: http://instagram.com/nbc

Balloon Taro Brings The Most UNIQUE Audition From Japan! | Auditions | AGT 2024
https://youtu.be/NAFmEtUQZ1c

America's Got Talent
http://www.youtube.com/user/americasgottalent
#AGT #AmericasGotTalent",2024-07-13T12:00:25Z,UCT2X19JJaJGUN7mrYuImANQ,America's Got Talent,24,"['agt 2024', 'agt', ""america's got talent"", ""america's got talent 2024"", 'agt 2024 auditions', 'agt 2024 golden buzzer', 'got talent', 'american got talent', 'got talent 2024', 'japan', ""japan's got talent"", 'japanese talent', 'america got talent', 'americas got talent', 'balloon taro', 'balloon', 'agt balloon', 'agt funny', 'american got talent 2024', 'balloon taro agt', 'a. g. t.', 'agt auditions 2024', 'agt latest', 'agt japanese', 'balloon man', 'agt balloon man 2024', 'agt 日本人', 'ゴットタレント', 'got talent america 2024']",PT59S,hd,false,41615018,964976,0,0,3200
4SNThp0YiU4,"50 YouTubers Fight For $1,000,000","I can’t believe how intense this video got
The Samsung Galaxy Ring and Z Flip6 blew my mind in this video – you’ve gotta check them out. Head to Amazon to get yours and also see #GalaxyAI in action: https://smsng.us/3LgiqJP

New Merch - https://mrbeast.store

Check out Viewstats! - https://www.viewstats.com/

SUBSCRIBE OR I TAKE YOUR DOG
╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

For any questions or inquiries regarding this video, please reach out to chucky@mrbeastbusiness.com

Music Provided by https://www.extrememusic.com

----------------------------------------------------------------
follow all of these or i will kick you
• Facebook - https://www.facebook.com/MrBeast6000/
• Twitter - https://twitter.com/MrBeast
•  Instagram - https://www.instagram.com/mrbeast
•  Im Hiring! - https://www.mrbeastjobs.com/
--------------------------------------------------------------------

Disclaimers: The heart rate software functions are not intended for use in the diagnosis of disease or other conditions, or in the cure, mitigation, treatment or prevention of disease. The Samsung Galaxy Ring requires a compatible smartphone and Samsung Health app.",2024-07-13T16:00:01Z,UCX6OQ3DkcsbYNE6H8uQQuVA,MrBeast,24,[],PT41M27S,hd,true,216723969,8289541,0,0,378422
mBPB1r4J1Ds,Planned Protests: Tinubu Government Demonising Nigerians to Incite them to Terrorism - Ulasi,"The difference between the 2012 protest and the planned August 1 protest from the government's point of view, is the temperament of the president. There seems to be a Stochastic terrorism approach by the Tinubu administration to enable them survive this protest politically 


Dan Ulasi, Former Chairman, National Republican Convention, Anambra State



Subscribe to our Channel for high profile interviews. Follow us on Twitter at https://twitter.com/ARISEtv | 
and Instagram: https://www.instagram.com/arisenewsofficial | 
and Facebook: https://www.facebook.com/AriseTVNews |
 Check out our website www.arise.tv",2024-07-30T12:42:46Z,UCyEJX-kSj0kOOCS7Qlq2G7g,Arise News,25,"['Arise', 'News']",PT35M14S,hd,false,252505,3319,0,0,1024
HpWoiVvUP7g,Would you like to have such a superpower?,"#shorts #movie #film 
Titl：Empire of the Sharks (2017)

 Director：Mark Atkins
Writer：Mark Atkins
Stars：John Savage,Jack Armstrong,Thandi Sebe

Film clip narration content, no bad orientation, please do not imitate",2024-07-16T00:08:00Z,UCySAVTtTk9oC_CU__tnb1Xg,Film Finesse,1,"['Fantasy Movies', 'Science Fiction Movies', 'Adventure', 'John Savage', 'Jack Armstrong', 'Thandi Sebe']",PT58S,hd,false,9718778,230595,0,0,1140
